Crop,Soil Moisture,Temperature,Air Humidity,Pump Data
Grapes,72.3743059,26.86229526,46.28328142,0
Grapes,87.0398094,38.29410775,39.31009086,0
Grapes,94.27371376,22.39097429,38.10423005,0
Grapes,70.29284169,28.05013039,42.60057533,0
Grapes,93.25797356,23.46914078,55.03389225,0
Grapes,48.65991791,36.82570401,66.94867241,1
Grapes,73.04630031,34.72979139,73.59711735,0
Grapes,52.16207558,36.76337377,66.00233782,1
Grapes,82.40550811,21.84857719,72.01291034,0
Grapes,62.56144662,27.80596701,71.52907877,1
Grapes,72.87542128,23.75255547,70.99852868,0
Grapes,49.63718876,32.93323398,41.46368936,1
Grapes,46.37096208,36.12916014,55.84923085,1
Grapes,57.68467055,34.05696358,54.56956747,1
Grapes,56.99423044,30.19661408,73.48937866,1
Grapes,50.96329076,31.80548785,56.52548695,1
Grapes,63.71275412,25.17815146,70.38481056,1
Grapes,96.12542688,18.01840675,43.29315263,0
Grapes,92.02771552,32.35752179,59.21822333,0
Grapes,88.60386986,35.2900845,40.64796429,0
Grapes,77.22822581,24.02391081,73.24790493,0
Grapes,95.26804095,31.04963498,59.61775864,0
Grapes,66.46901382,21.4734207,64.14521188,1
Grapes,75.31992883,24.49479856,61.12188411,0
Grapes,46.27642128,25.76096353,68.90622878,1
Grapes,48.67181665,29.60297671,58.21297714,1
Grapes,65.73107547,33.33856507,52.20580811,1
Grapes,38.63653898,25.71093142,56.47390364,1
Grapes,66.93724499,30.75669221,69.09468698,0
Grapes,41.56653173,30.63761089,59.41953716,1
Grapes,89.51743841,30.10319277,58.59310201,0
Grapes,40.07970006,35.73131517,44.77704542,1
Grapes,39.75169706,27.17543191,47.20828179,1
Grapes,65.58431454,25.43978047,45.11999818,1
Grapes,81.25375992,27.7042163,67.82522732,0
Grapes,62.3581153,20.32325713,68.29130011,1
Grapes,71.33926678,25.23349972,54.74496931,0
Grapes,41.08900796,25.52777925,59.87356,1
Grapes,52.90435453,30.20413301,45.53785951,1
Grapes,95.15083011,31.23650744,57.6786761,0
Grapes,48.948439,36.45235764,72.7084295,1
Grapes,56.08905441,36.64127902,60.70541468,1
Grapes,70.97713127,18.36303376,46.80062237,0
Grapes,89.00370048,36.91711905,45.00168312,0
Grapes,94.58407719,28.54326434,70.7859597,0
Grapes,74.30609883,35.47763637,46.69355782,0
Grapes,54.94722283,36.77791161,78.27305058,1
Grapes,65.63558179,35.95690549,70.93853978,1
Grapes,81.77774214,37.5611885,53.81314163,0
Grapes,39.71580262,32.37639824,68.60120116,1
Grapes,82.04430348,26.25972293,39.93499329,0
Grapes,71.72598024,25.88820244,56.74030984,0
Grapes,61.46909479,20.33726038,71.98448006,1
Grapes,83.17306628,38.70308114,56.81103692,0
Grapes,89.00723708,38.90902362,64.13079839,0
Grapes,56.20578021,35.35432129,43.91535155,1
Grapes,49.58239193,29.88694145,55.26455524,1
Grapes,89.64688264,34.91465199,38.37572156,0
Grapes,56.44273935,32.95860003,75.35370469,1
Grapes,68.57579328,36.94115672,69.30608399,0
Grapes,68.41053798,33.46930097,67.41736224,0
Grapes,74.47736377,21.59501479,50.85266349,0
Grapes,86.48902208,38.89675329,45.33180417,0
Grapes,94.89596606,38.14785909,52.255365,0
Grapes,48.70164744,32.0414131,54.49200984,1
Grapes,95.27572706,28.21391606,74.46994242,0
Grapes,89.50973302,28.64825535,53.17756899,0
Grapes,76.5532385,23.99036927,38.19091139,0
Grapes,40.40182174,18.72143396,54.42975652,1
Grapes,54.11507706,28.60660591,47.58883136,1
Grapes,84.75977653,33.38183815,70.97653144,0
Grapes,38.12468161,26.66862357,75.20192806,1
Grapes,90.61612476,25.68603928,69.55235487,0
Grapes,50.30120971,25.70500064,55.41683378,1
Grapes,93.54724513,33.96287335,43.35551267,0
Grapes,60.48221563,27.97185624,63.51520955,1
Grapes,36.41117416,22.19584144,41.10080655,1
Grapes,81.71181337,23.32198087,57.68391449,0
Grapes,59.07973055,32.1532988,72.30983131,1
Grapes,37.19582283,19.89251078,44.95408168,1
Grapes,67.61635011,23.78902838,67.16824608,0
Grapes,67.98071857,27.40100389,64.91408706,0
Grapes,79.37205116,34.45009124,48.90047128,0
Grapes,47.84729454,23.87392715,74.19660163,1
Grapes,88.28228189,36.43738829,45.94353961,0
Grapes,48.07726681,26.03326337,77.86482996,1
Grapes,44.3032648,26.83977622,50.02656456,1
Grapes,79.01482022,20.40917963,73.70908102,0
Grapes,67.14979829,35.77896897,38.90138032,0
Grapes,83.05386067,21.02343507,51.86790091,0
Grapes,32.42744473,19.06198849,60.80330689,1
Grapes,84.15649632,38.66050659,39.23412749,0
Grapes,83.53541726,30.18661901,77.54397708,0
Grapes,70.4273286,22.69905376,43.93425267,0
Grapes,42.48575952,28.47292829,76.2137333,1
Grapes,43.24856582,23.1078656,71.50559101,1
Grapes,69.27899896,36.38845995,58.35962974,0
Grapes,82.06317092,24.33102213,40.73048798,0
Grapes,52.20876776,24.72002091,60.50140282,1
Grapes,68.58608174,31.59703142,68.78009305,0
Grapes,43.62755813,32.99289867,75.86806903,1
Grapes,45.00363971,26.54421327,72.30082104,1
Grapes,72.56804702,34.58036835,43.04910898,0
Grapes,58.56199456,33.9658341,59.90989295,1
Grapes,41.58876811,20.12530997,60.39301835,1
Grapes,76.11169217,32.98528146,56.38715733,0
Grapes,69.88900836,27.78895655,42.29285071,0
Grapes,78.41299403,26.98276246,78.18892941,0
Grapes,36.73470111,33.59937806,50.20342435,1
Grapes,56.39173218,27.99637431,63.57329888,1
Grapes,39.00255997,30.78551938,42.72451509,1
Grapes,76.86108807,23.14027166,71.20822945,0
Grapes,92.5422688,27.64621972,42.72817209,0
Grapes,63.5933588,33.14001294,54.5052747,1
Grapes,72.55757947,22.90714959,72.072791,0
Grapes,47.81784474,23.41035349,38.53929711,1
Grapes,35.91902546,25.82448203,50.675926,1
Grapes,31.17687518,28.94368769,77.3372467,1
Grapes,85.35707332,34.91222027,74.56392577,0
Grapes,60.87484715,23.93169981,56.2109954,1
Grapes,68.28470624,35.712238,62.88543114,0
Grapes,96.17461035,31.23235489,75.18022473,0
Grapes,88.24545082,28.44604515,40.18544002,0
Grapes,73.93932553,25.83183256,59.81048603,0
Grapes,84.01836386,27.01805963,62.14647639,0
Grapes,75.23343266,28.07773935,71.19040029,0
Grapes,47.28452891,22.48429453,39.14201991,1
Grapes,66.27439635,20.0189767,60.86032399,1
Grapes,70.72914144,34.44388461,55.36779609,0
Grapes,65.60152092,24.35454604,60.26419122,1
Grapes,35.16551653,33.86919461,38.99546814,1
Grapes,45.04975913,18.794435,41.99485572,1
Grapes,61.46371382,36.45469506,49.92157565,1
Grapes,55.35270346,20.27056037,55.73200607,1
Grapes,70.5047917,18.18041223,70.05120973,0
Grapes,42.77101139,26.23165573,69.50815744,1
Grapes,68.35413236,27.39232035,58.22151072,0
Grapes,81.38104327,18.70188587,50.44729727,0
Grapes,77.69487851,18.05214092,47.4936568,0
Grapes,67.07047186,26.50351313,49.94184892,0
Grapes,63.32319829,18.19315095,46.51607435,1
Grapes,87.69484267,25.6458634,46.33247757,0
Grapes,69.62391655,27.78411163,72.4180631,0
Grapes,69.48619347,21.2268205,62.26926798,0
Grapes,59.49026642,35.28401903,49.98946395,1
Grapes,42.49483448,25.79780967,70.01424246,1
Grapes,73.82463274,32.7985974,55.25685843,0
Grapes,45.44601552,32.73069409,76.95463813,1
Grapes,88.90941105,19.67811221,64.79199413,0
Grapes,75.09117539,27.04684361,55.2017289,0
Grapes,68.99780051,26.26584676,78.6916488,0
Grapes,84.70157361,36.07811706,44.20900954,0
Grapes,64.79437943,21.8388425,38.99022701,1
Grapes,50.48164761,34.21381612,73.77577857,1
Grapes,80.16849625,36.48523746,62.93299446,0
Grapes,42.49373936,33.42914637,76.16170841,1
Grapes,49.87195873,18.31721797,62.32108401,1
Grapes,49.35042658,30.16844617,48.95169003,1
Grapes,94.66353995,20.63152831,60.58010387,0
Grapes,74.90738638,23.07666529,57.66709954,0
Grapes,49.14863431,36.2049117,53.26167815,1
Grapes,67.81925657,18.37924489,44.27375687,0
Grapes,37.10188048,34.30773303,50.57219325,1
Grapes,73.09792525,24.9215272,46.0858193,0
Grapes,32.92147744,27.09788078,46.51351304,1
Grapes,73.9934885,36.00288262,78.86525363,0
Grapes,49.4914199,28.43521759,38.01201815,1
Grapes,57.28157664,37.4575479,61.77933201,1
Grapes,76.41544804,26.50294561,61.8366087,0
Grapes,69.83484813,32.54846524,59.79923203,0
Grapes,40.48804659,18.64515394,52.7789324,1
Grapes,41.87129302,18.85689838,39.48508657,1
Grapes,85.884006,29.53159772,73.85535503,0
Grapes,42.07754307,37.32858556,58.6756124,1
Grapes,31.92868889,26.97180171,46.68964404,1
Grapes,51.92027245,37.17586944,80.53714457,1
Grapes,57.62448944,19.62083299,59.08825783,1
Grapes,77.00182076,37.17599078,51.02193658,0
Grapes,45.32991342,29.02897312,70.12247535,1
Grapes,94.64989826,28.16642354,55.06735401,0
Grapes,58.13061714,19.41909307,74.87145788,1
Grapes,88.17979407,38.47085764,52.5198045,0
Grapes,87.27026405,20.58287287,58.13518977,0
Grapes,50.76644079,33.06048529,67.53187096,1
Grapes,75.44695313,22.66517758,55.61628353,0
Grapes,65.48530647,29.18450132,55.82843798,1
Grapes,77.04723164,25.24171199,47.71536187,0
Grapes,75.49086302,24.31132972,47.04387765,0
Grapes,78.1978123,30.19115425,73.16611957,0
Grapes,60.90117915,30.20991754,68.4283879,1
Grapes,69.22001376,22.92443277,74.93948423,0
Grapes,57.0943176,28.49687312,78.3947496,1
Grapes,85.88375584,38.94895601,46.12533294,0
Grapes,49.13743667,36.8529194,49.09134547,1
Grapes,51.78249883,30.8037134,76.32652754,1
Grapes,65.09235299,20.18349609,48.25448038,1
Grapes,85.11391023,29.18153652,40.7576471,0
Grapes,34.87532792,29.46358763,80.93009743,1
Grapes,57.77356751,27.9929879,70.84495697,1
Grapes,79.44335297,31.26598014,70.23519053,0
Grapes,74.42175832,32.11005997,58.09322343,0
Grapes,40.5501959,21.00923167,44.19856667,1
Grapes,53.8381826,23.45606039,71.57778551,1
Grapes,83.36644833,36.50454595,62.63280594,0
Grapes,68.92930646,35.37805399,62.89538353,0
Grapes,47.99033146,20.86374102,80.96447944,1
Grapes,76.37477803,37.88971527,58.58522277,0
Grapes,37.81671354,26.7484045,58.31329798,1
Grapes,85.61433367,30.09274062,42.0021602,0
Grapes,62.44807623,28.9854808,38.43428436,1
Grapes,52.69686335,31.65550976,52.36330075,1
Grapes,87.12440236,26.14096895,38.31936499,0
Grapes,33.48368811,27.29025202,66.797263,1
Grapes,38.7015324,21.58129401,46.75826526,1
Grapes,65.55943674,18.71287712,57.54126694,1
Grapes,77.6082973,20.05131877,56.8297585,0
Grapes,65.91002726,38.15488888,60.21823105,1
Grapes,33.64240623,25.94845224,60.29486328,1
Grapes,50.18522152,26.84400076,38.43752254,1
Grapes,84.48349549,25.98052435,73.63609724,0
Grapes,57.52335117,32.3030616,80.33104385,1
Grapes,39.75401122,37.30552714,76.49268791,1
Grapes,31.55788669,38.21162092,50.07303514,1
Grapes,77.9810159,27.14525385,60.94045561,0
Grapes,79.21700438,30.17623297,70.42048822,0
Grapes,68.37576605,36.45073547,72.51398423,0
Grapes,58.04590396,33.61340666,68.15827479,1
Grapes,67.72380749,23.53830032,65.95445359,0
Grapes,70.31478808,19.75202558,53.54305033,0
Grapes,58.34257784,19.23267256,73.50879262,1
Grapes,41.53709857,31.24550578,75.93661188,1
Grapes,41.50814302,35.69010972,68.35547865,1
Grapes,56.10958387,29.15402932,55.81934674,1
Grapes,87.9629839,24.82694231,44.73354458,0
Grapes,48.82029044,36.31276182,73.75800258,1
Grapes,72.13401711,38.35999162,65.19923706,0
Grapes,87.14348635,23.62108923,63.36879835,0
Grapes,33.58126459,28.44158436,46.7915701,1
Grapes,81.41507523,25.4774334,63.93430947,0
Grapes,41.26580111,33.0977186,42.17321493,1
Grapes,36.52563476,35.6946425,71.29051778,1
Grapes,43.02686712,38.05274832,63.1508986,1
Grapes,82.30105705,19.57886369,80.83453849,0
Grapes,74.38022371,29.30883462,54.1016629,0
Grapes,31.56015105,38.64445903,53.17040977,1
Grapes,45.75450896,38.54811678,65.37268937,1
Grapes,69.07422671,27.28525346,69.63839321,0
Grapes,78.71206641,36.71423043,54.45736854,0
Grapes,94.32502051,30.75128698,38.97049951,0
Grapes,32.09271521,29.85451294,57.50803105,1
Grapes,42.99899802,27.93869403,43.00183981,1
Grapes,46.44976012,32.09551657,38.35733591,1
Grapes,69.29117814,22.78952732,49.34129442,0
Grapes,73.33189696,23.2126338,74.356478,0
Grapes,84.27088196,19.48222522,51.30534486,0
Grapes,95.84832573,21.67048878,43.23987897,0
Grapes,79.30419866,29.31050308,48.36467146,0
Grapes,50.90568311,31.20393761,65.91190474,1
Grapes,90.53968533,25.01759801,48.13878335,0
Grapes,34.7059495,29.72921444,71.25738398,1
Grapes,35.43160341,29.4770315,58.75196714,1
Grapes,88.28681157,18.26086759,56.57816887,0
Grapes,85.16467617,35.68187907,41.11006756,0
Grapes,33.36544009,36.72641576,52.25578127,1
Grapes,34.89526049,22.17382726,50.12264883,1
Grapes,92.06817957,19.98620505,56.93256438,0
Grapes,41.60080462,36.87212725,67.44757849,1
Grapes,38.6621751,22.13355636,59.15217298,1
Grapes,94.34378304,34.55651433,45.64965959,0
Grapes,65.17706363,32.39962106,48.24355558,1
Grapes,79.52700545,26.63453562,55.07723856,0
Grapes,33.24762309,18.83400802,67.22120849,1
Grapes,39.08307204,21.40493418,50.04087473,1
Grapes,64.68301729,35.73159044,65.11287701,1
Grapes,58.56690079,38.30284017,67.5840328,1
Grapes,41.33233625,25.63613139,47.28561083,1
Grapes,60.42058725,37.76170433,44.15751245,1
Grapes,47.3276137,28.90119217,41.41291755,1
Grapes,93.07945457,24.19783629,43.92679013,0
Grapes,41.44590833,24.64797762,74.74610067,1
Grapes,76.39084462,27.09043107,39.38194843,0
Grapes,55.94487646,18.47339685,74.25255052,1
Grapes,65.96486246,18.07593127,58.10187373,1
Grapes,84.30543222,28.19839263,46.44838944,0
Grapes,59.36128691,37.42252748,68.93555719,1
Grapes,85.60931902,22.27909468,73.54269231,0
Grapes,32.42954073,21.01410832,70.65750846,1
Grapes,71.38659886,37.94420375,44.70716149,0
Grapes,59.22472626,32.64694052,41.4682221,1
Grapes,42.25413859,38.07495678,69.15321821,1
Grapes,78.5711257,35.24177069,78.80344603,0
Grapes,95.91676995,31.08128481,45.84165676,0
Grapes,77.86622793,24.18572475,45.7949139,0
Grapes,90.99434707,22.68256366,77.70804396,0
Grapes,39.77180794,26.30190233,58.38738149,1
Grapes,81.99106874,18.05740359,44.29926645,0
Grapes,71.57838139,20.08399936,55.14512296,0
Grapes,33.6991794,31.89898456,54.38997534,1
Grapes,35.92953165,24.7346162,40.1650604,1
Grapes,51.02232726,21.08835487,48.25107659,1
Grapes,45.97630318,28.20830458,56.02569065,1
Grapes,86.57802896,30.52331085,57.56976465,0
Grapes,45.78453991,31.44562955,67.23705294,1
Grapes,86.51709017,21.90054682,67.47675705,0
Grapes,41.25619389,23.97579295,40.02660668,1
Grapes,53.93156876,24.48055654,76.14676172,1
Grapes,38.83183339,22.99498504,77.66145071,1
Grapes,72.48578048,31.25597591,76.27255568,0
Grapes,92.79646306,25.57356278,38.20297558,0
Grapes,95.34959171,30.44841487,66.58213769,0
Grapes,53.41406448,18.23209406,55.68756602,1
Grapes,79.50290232,20.51501014,71.7933516,0
Grapes,70.161309,32.27188661,67.89965606,0
Grapes,95.23940331,36.75426279,41.07802965,0
Grapes,44.17737381,24.76200913,77.71975153,1
Grapes,95.77774721,32.42877892,68.97117622,0
Grapes,85.90626147,27.50930489,80.51741124,0
Grapes,87.65764731,26.71082076,80.45076871,0
Grapes,70.97035841,38.63988486,58.99234199,0
Grapes,82.66538914,20.97992539,42.97906318,0
Grapes,82.69142058,25.27489966,61.09237726,0
Grapes,89.65306543,34.01132762,73.7192969,0
Grapes,93.17408801,37.8441562,50.40741548,0
Grapes,63.0290798,33.59275485,55.6593418,1
Grapes,74.43500154,31.25957928,41.82728616,0
Grapes,54.46719484,30.70600684,71.19470995,1
Grapes,35.18848901,24.61716841,71.87563779,1
Grapes,51.52571949,30.83042594,79.57117599,1
Grapes,65.81764863,28.49162975,78.77063915,1
Grapes,63.39631722,18.37289862,67.49269141,1
Grapes,62.84516408,31.08167795,66.48331559,1
Grapes,64.27062463,19.41243624,77.82986375,1
Grapes,96.03179632,23.47959571,65.79993766,0
Grapes,95.48654291,33.61330121,79.71811717,0
Grapes,67.05810027,23.88598901,80.09424299,0
Grapes,54.80688509,34.36573162,70.77204819,1
Grapes,66.40863618,18.48241237,70.98328367,1
Grapes,36.79089886,33.3009106,75.72270838,1
Grapes,72.94968239,25.30031995,65.69345957,0
Grapes,62.16390179,37.93172032,55.04461156,1
Grapes,74.27070284,24.92993202,47.47622721,0
Grapes,86.56605009,35.12440433,41.73879456,0
Grapes,45.04756485,32.97066224,59.10194741,1
Grapes,78.53045335,20.14363104,64.1104686,0
Grapes,68.5760687,22.25104907,69.81767232,0
Grapes,87.82147554,37.89936423,73.22187079,0
Grapes,80.88651362,28.31537409,70.89210411,0
Grapes,69.65751367,27.70943467,71.0070568,0
Grapes,70.38462676,19.72571016,66.20948621,0
Grapes,76.06247494,23.20149613,67.83004771,0
Grapes,71.17979639,29.98127917,75.98088505,0
Grapes,47.95346401,37.85732807,59.35866294,1
Grapes,68.00481401,23.34926443,65.0488235,0
Grapes,76.79177558,19.32067266,50.26199772,0
Grapes,31.83964515,26.64820143,41.12715694,1
Grapes,58.23536723,36.8545772,74.10406404,1
Grapes,81.86798095,26.07920803,58.79196184,0
Grapes,37.1218265,24.5834023,43.27391214,1
Grapes,39.18949576,30.43094156,53.56085507,1
Grapes,70.55726891,19.615956,72.70407988,0
Grapes,63.20622004,19.07139366,62.47023993,1
Grapes,50.45764674,22.91808785,50.69336673,1
Grapes,86.97921808,22.28741954,60.06749015,0
Grapes,48.31719979,37.33762089,49.592546,1
Grapes,41.64365354,24.63175213,42.42653509,1
Grapes,47.1742232,27.33770784,48.80320832,1
Grapes,76.30881378,19.08214059,80.35809054,0
Grapes,85.41787572,31.51902557,77.81874128,0
Grapes,32.17630646,29.70420865,43.41450119,1
Grapes,40.35901496,27.05235987,54.74178803,1
Grapes,85.63914504,21.69915528,41.61840053,0
Grapes,47.43710798,25.07858805,59.94619131,1
Grapes,58.49772774,30.66842968,39.14049839,1
Grapes,43.55695821,28.57007507,62.48264165,1
Grapes,75.51646224,20.10784656,58.87827766,0
Grapes,89.79806802,28.41088245,80.95799472,0
Grapes,36.37637614,23.86526806,71.34237672,1
Grapes,84.52694457,35.43072106,54.40643263,0
Grapes,38.73308592,26.64441472,72.50663254,1
Grapes,60.30467637,25.22176579,63.35090637,1
Grapes,37.0287824,28.79608871,45.60927759,1
Grapes,65.94980311,36.06630913,63.81323217,1
Grapes,42.63492422,23.93414469,56.64448541,1
Grapes,36.07494864,24.99339347,42.07593718,1
Grapes,41.57083671,19.72947031,57.53570336,1
Grapes,60.76363025,35.41293153,70.11919088,1
Grapes,72.26122171,38.47741171,50.12764151,0
Grapes,69.06155442,25.0073193,62.77044738,0
Grapes,60.31965019,32.51395714,40.65205347,1
Grapes,77.68543285,26.02036865,48.89028704,0
Grapes,76.96568255,31.37914766,43.07253055,0
Grapes,75.28992103,30.98339134,48.74499081,0
Grapes,80.98331449,29.33508269,48.76620408,0
Grapes,44.28472972,20.14229474,75.3019959,1
Grapes,71.68033456,37.22239903,63.88904297,0
Grapes,62.64158567,26.92032034,78.38350672,1
Grapes,57.22184467,30.52028304,43.60626753,1
Grapes,94.54073731,30.89023685,48.61972264,0
Grapes,49.9531912,33.57128237,80.72514205,1
Grapes,52.39350738,25.92688976,51.97678446,1
Grapes,85.38592799,36.67648,56.81978959,0
Grapes,40.09185229,32.72893827,56.24458252,1
Grapes,61.94374438,36.36742465,53.98272215,1
Grapes,77.77985719,34.79982796,73.62375573,0
Grapes,65.94712808,29.09178765,59.27203915,1
Grapes,48.69185129,29.63645957,50.17803181,1
Grapes,77.20885784,32.48200212,62.10873054,0
Grapes,45.3494326,27.0130087,56.75215512,1
Grapes,59.41681691,20.01091431,44.93320418,1
Grapes,70.62474901,25.90610897,50.5239875,0
Grapes,55.61851176,29.45825373,55.45278424,1
Grapes,73.86817331,27.51024923,52.98211816,0
Grapes,73.55065035,20.30076346,69.96168156,0
Grapes,71.56392364,26.90342179,50.74993063,0
Grapes,52.32951266,24.73719508,42.66242571,1
Grapes,81.71180963,26.61158251,76.25474083,0
Grapes,87.58991466,23.17140371,49.6750278,0
Grapes,42.07918012,27.0837717,77.41663319,1
Grapes,80.33242854,27.28413799,78.7987682,0
Grapes,81.42381905,35.03191653,77.80299688,0
Grapes,34.40620002,25.53966099,56.55549352,1
Grapes,36.81078727,27.46201095,76.26126693,1
Grapes,31.08996611,21.04947849,74.7220189,1
Grapes,40.34485154,20.39740386,42.87430127,1
Grapes,56.86309368,18.01462164,70.74577566,1
Grapes,33.57059479,35.32201167,72.54191904,1
Grapes,38.29822794,21.42281732,51.54945455,1
Grapes,81.00537496,34.41407157,73.9541795,0
Grapes,79.54864777,18.92674114,62.47289158,0
Grapes,49.72499488,20.02776363,73.33629501,1
Grapes,71.66922533,36.6035372,72.98299987,0
Grapes,83.25522035,32.0863196,51.42143814,0
Grapes,52.52696706,26.83801608,38.84517637,1
Grapes,38.59735428,37.15785355,80.0388574,1
Grapes,92.94708579,37.67862155,39.52411741,0
Grapes,55.95682236,36.45793153,42.74833658,1
Grapes,38.99947348,26.13175196,41.719567,1
Grapes,69.8970645,38.02073374,52.36803162,0
Grapes,53.86547585,36.83052089,51.41369879,1
Grapes,85.850482,22.50825035,60.12546566,0
Grapes,41.58576318,22.7395264,62.49863545,1
Grapes,57.49146329,25.62239033,73.98744086,1
Grapes,59.62755382,23.32851761,46.66156159,1
Grapes,77.73859487,25.54947287,76.45434332,0
Grapes,40.22210705,29.63764247,52.7413569,1
Grapes,76.8142929,33.76130548,55.75406889,0
Grapes,86.22282877,21.89630868,71.56458512,0
Grapes,77.24413031,24.23635609,74.71687459,0
Grapes,36.63626312,34.91530467,43.34271301,1
Grapes,74.71716722,27.09184577,41.11651556,0
Grapes,63.07403483,37.28614811,78.85798788,1
Grapes,65.78102598,35.68429842,69.9225415,1
Grapes,31.667722,26.0303623,76.34769191,1
Grapes,75.3195077,28.42526144,70.67140279,0
Grapes,47.03448699,30.43354001,63.25436609,1
Grapes,48.96628483,36.22010872,47.84817374,1
Grapes,38.89859126,20.59040396,56.36876417,1
Grapes,60.03543369,34.07936867,48.58571546,1
Grapes,82.91642849,27.17001297,65.26879925,0
Grapes,75.4455926,38.12827559,39.85123286,0
Grapes,72.40303232,18.66441051,41.03344518,0
Grapes,90.12269669,31.88534617,61.01089803,0
Grapes,79.7177797,38.22959979,69.12750837,0
Grapes,82.77814027,20.5628409,48.34099105,0
Grapes,40.19162918,30.9893712,39.52565563,1
Grapes,75.42455579,29.71291898,79.6686685,0
Grapes,57.96865146,20.56375592,78.00938173,1
Grapes,72.78492099,31.81859189,77.1647144,0
Grapes,55.03515723,22.54377896,66.68332641,1
Grapes,41.69495008,26.82838674,43.10713032,1
Grapes,60.35748544,34.20291451,66.38795334,1
Grapes,93.58237808,30.39157064,69.53378648,0
Grapes,78.6981258,33.97034026,77.55448325,0
Grapes,31.80907374,28.79590909,71.45590798,1
Grapes,32.67308879,19.34614023,60.02793724,1
Grapes,87.89689026,35.99459246,70.56225747,0
Grapes,85.88288364,24.99259591,62.25855264,0
Grapes,39.59258856,36.82697246,48.08521963,1
Grapes,87.75256879,38.12908973,74.72516916,0
Grapes,77.43300762,27.28920859,73.46841066,0
Grapes,59.81169665,20.45731896,61.79726659,1
Grapes,45.10334479,33.25359349,52.40324725,1
Grapes,85.03677232,30.28685547,47.9522452,0
Grapes,65.54163882,32.87584154,62.57931811,1
Grapes,95.12387106,31.60864288,63.04322198,0
Grapes,70.1650432,29.22354942,77.41672612,0
Grapes,88.35438388,35.36860511,66.13153802,0
Grapes,95.85562949,25.50199459,66.90263628,0
Grapes,61.45661241,20.9068705,75.9215023,1
Grapes,63.05649321,33.76585531,61.33748979,1
Grapes,43.67569032,20.18853472,44.47114186,1
Grapes,92.91083184,26.15659215,50.14478912,0
Grapes,82.3014956,26.43369029,38.73615313,0
Grapes,73.89611777,33.62983275,49.5697098,0
Grapes,89.61489934,36.41286296,70.43673902,0
Grapes,47.61449806,36.95204075,62.4519253,1
Grapes,77.70430597,37.97553562,45.33574798,0
Grapes,68.58794445,32.08554682,70.76016441,0
Grapes,93.28629869,20.85931508,74.06876302,0
Grapes,47.96509638,23.34328605,42.56991565,1
Grapes,64.69405088,29.50807608,74.27102789,1
Grapes,33.30999815,38.49616185,50.69755046,1
Grapes,68.03366732,24.60727576,72.34820182,0
Grapes,40.05131512,26.2672628,50.23030524,1
Grapes,90.09043934,24.3943415,44.88459902,0
Grapes,82.32575808,18.2443674,60.78954193,0
Grapes,89.5810745,38.53273954,65.6475301,0
Grapes,74.51566933,31.56314492,46.43981872,0
Grapes,84.7704223,28.07503755,58.78654563,0
Grapes,91.08037854,26.96147866,56.94024052,0
Grapes,95.80939127,20.84796329,39.41044793,0
Grapes,58.74117065,38.52408886,70.88129157,1
Grapes,52.58713574,33.79457015,56.46745144,1
Grapes,53.20123544,35.58114467,57.16116376,1
Grapes,53.05461879,34.92310499,42.49412117,1
Grapes,75.76563554,18.33556677,60.33309407,0
Grapes,45.5967868,26.47355322,54.13469679,1
Grapes,52.09926572,24.42168362,39.67519274,1
Grapes,75.82627695,27.83147157,51.53400758,0
Grapes,52.88915053,21.10716265,62.73596857,1
Grapes,32.3703064,26.54417383,76.44850898,1
Grapes,59.83917144,35.13290925,57.54915289,1
Grapes,41.78339007,28.40843084,46.67428875,1
Grapes,54.85878074,38.0509924,57.52773352,1
Grapes,35.73944592,31.25134785,42.94431805,1
Grapes,68.07350969,29.57996885,65.54680343,0
Grapes,47.35426185,19.55293372,49.1829091,1
Grapes,63.71017374,38.17366614,45.63386278,1
Grapes,61.03960277,32.88319429,55.59374329,1
Grapes,93.00539967,28.81011357,65.0174176,0
Grapes,44.15402563,19.54524987,69.04245625,1
Grapes,33.75446645,27.42363551,49.95820178,1
Grapes,92.12906133,35.88576211,53.82023702,0
Grapes,84.18654477,24.43757843,56.71107233,0
Grapes,69.73440046,27.77074904,56.73451486,0
Grapes,74.59038219,34.64496466,78.41743549,0
Grapes,59.38718559,22.85630184,78.58431234,1
Grapes,78.17595797,32.54701967,57.69360196,0
Grapes,47.47792096,28.41506164,62.53325751,1
Grapes,74.50807189,34.25438293,48.55553747,0
Grapes,77.45400547,32.57182009,54.25227933,0
Grapes,58.69644775,23.52825114,65.17567109,1
Grapes,44.48252386,18.38735323,57.0182383,1
Grapes,71.46925602,24.63355719,49.64546899,0
Grapes,32.7182641,18.76061559,45.44660398,1
Grapes,70.09154272,34.49535651,51.68880551,0
Grapes,86.5053825,20.52803844,64.0906948,0
Grapes,74.58082341,24.31750449,53.59354882,0
Grapes,89.30176267,29.51432443,46.15212752,0
Grapes,83.27662483,21.96109078,80.49571068,0
Grapes,59.98597104,29.0410839,45.89686347,1
Grapes,47.90736013,18.27820412,44.50609539,1
Grapes,93.40748436,28.21681335,69.24408902,0
Grapes,44.52539339,29.00212273,39.48369671,1
Grapes,35.56243142,27.1874529,41.95650088,1
Grapes,73.55430396,19.58310237,63.51756359,0
Grapes,60.8605944,31.60155129,51.92852154,1
Grapes,44.11824211,20.80402442,79.54323935,1
Grapes,95.63451324,38.84293576,69.97575661,0
